Ticker,Statistic,Date,Value
XOM,Enterprise Value/EBITDA,2024-02-01,4.96
MA,Market Cap (intraday),2024-02-01,409600000000.0
MA,Enterprise Value,2024-02-01,417680000000.0
MA,Trailing P/E,2024-02-01,38.08
MA,Forward P/E,2024-02-01,30.67
MA,PEG Ratio (5 yr expected),2024-02-01,1.81
MA,Price/Sales (ttm),2024-02-01,17.07
MA,Price/Book (mrq),2024-02-01,64.93
MA,Enterprise Value/Revenue,2024-02-01,17.14
MA,Enterprise Value/EBITDA,2024-02-01,28.34
JNJ,Market Cap (intraday),2024-02-01,389210000000.0
JNJ,Enterprise Value,2024-02-01,395620000000.0
JNJ,Trailing P/E,2024-02-01,30.33
JNJ,Forward P/E,2024-02-01,15.15
JNJ,PEG Ratio (5 yr expected),2024-02-01,1.7
JNJ,Price/Sales (ttm),2024-02-01,4.29
JNJ,Price/Book (mrq),2024-02-01,5.46
JNJ,Enterprise Value/Revenue,2024-02-01,4.01
JNJ,Enterprise Value/EBITDA,2024-02-01,16.05
HD,Market Cap (intraday),2024-02-01,360690000000.0
HD,Enterprise Value,2024-02-01,407890000000.0
HD,Trailing P/E,2024-02-01,23.23
HD,Forward P/E,2024-02-01,22.99
HD,PEG Ratio (5 yr expected),2024-02-01,2.25
HD,Price/Sales (ttm),2024-02-01,2.38
HD,Price/Book (mrq),2024-02-01,252.23
HD,Enterprise Value/Revenue,2024-02-01,2.65
HD,Enterprise Value/EBITDA,2024-02-01,15.91
PG,Market Cap (intraday),2024-02-01,347810000000.0
PG,Enterprise Value,2024-02-01,374760000000.0
PG,Trailing P/E,2024-02-01,23.96
PG,Forward P/E,2024-02-01,23.31
PG,PEG Ratio (5 yr expected),2024-02-01,3.44
PG,Price/Sales (ttm),2024-02-01,4.39
PG,Price/Book (mrq),2024-02-01,7.42
PG,Enterprise Value/Revenue,2024-02-01,4.5
PG,Enterprise Value/EBITDA,2024-02-01,16.46
COST,Market Cap (intraday),2024-02-01,308430000000.0
COST,Enterprise Value,2024-02-01,299910000000.0
COST,Trailing P/E,2024-02-01,47.38
COST,Forward P/E,2024-02-01,44.25
COST,PEG Ratio (5 yr expected),2024-02-01,4.95
COST,Price/Sales (ttm),2024-02-01,1.26
COST,Price/Book (mrq),2024-02-01,11.8
COST,Enterprise Value/Revenue,2024-02-01,1.22
COST,Enterprise Value/EBITDA,2024-02-01,26.98
ORCL,Market Cap (intraday),2024-02-01,301470000000.0
ORCL,Enterprise Value,2024-02-01,381570000000.0
ORCL,Trailing P/E,2024-02-01,30.3
ORCL,Forward P/E,2024-02-01,19.65
ORCL,PEG Ratio (5 yr expected),2024-02-01,1.28
ORCL,Price/Sales (ttm),2024-02-01,5.95
ORCL,Price/Book (mrq),2024-02-01,77.98
ORCL,Enterprise Value/Revenue,2024-02-01,7.39
ORCL,Enterprise Value/EBITDA,2024-02-01,18.88
CVX,Market Cap (intraday),2024-02-01,268510000000.0
CVX,Enterprise Value,2024-02-01,283130000000.0
CVX,Trailing P/E,2024-02-01,10.56
CVX,Forward P/E,2024-02-01,10.43
CVX,Price/Sales (ttm),2024-02-01,1.33
CVX,Price/Book (mrq),2024-02-01,1.62
CVX,Enterprise Value/Revenue,2024-02-01,1.4
CVX,Enterprise Value/EBITDA,2024-02-01,5.37
ADBE,Market Cap (intraday),2024-02-01,276420000000.0
ADBE,Enterprise Value,2024-02-01,272660000000.00003
ADBE,Trailing P/E,2024-02-01,51.74
ADBE,Forward P/E,2024-02-01,34.13
ADBE,PEG Ratio (5 yr expected),2024-02-01,2.27
ADBE,Price/Sales (ttm),2024-02-01,14.46
ADBE,Price/Book (mrq),2024-02-01,16.73
ADBE,Enterprise Value/Revenue,2024-02-01,14.05
ADBE,Enterprise Value/EBITDA,2024-02-01,35.03
ABBV,Market Cap (intraday),2024-02-01,290910000000.0
ABBV,Enterprise Value,2024-02-01,338360000000.0
ABBV,Trailing P/E,2024-02-01,45.14
ABBV,Forward P/E,2024-02-01,14.71
ABBV,PEG Ratio (5 yr expected),2024-02-01,3.42
ABBV,Price/Sales (ttm),2024-02-01,5.3
ABBV,Price/Book (mrq),2024-02-01,24.05
ABBV,Enterprise Value/Revenue,2024-02-01,6.14
ABBV,Enterprise Value/EBITDA,2024-02-01,34.26
MRK,Market Cap (intraday),2024-02-01,301270000000.0
MRK,Enterprise Value,2024-02-01,327360000000.0
MRK,Trailing P/E,2024-02-01,66.05
MRK,Forward P/E,2024-02-01,13.85
MRK,PEG Ratio (5 yr expected),2024-02-01,0.95
MRK,Price/Sales (ttm),2024-02-01,5.11
MRK,Price/Book (mrq),2024-02-01,7.3
MRK,Enterprise Value/Revenue,2024-02-01,5.52
MRK,Enterprise Value/EBITDA,2024-02-01,26.57
KO,Market Cap (intraday),2024-02-01,258670000000.00003
KO,Enterprise Value,2024-02-01,283410000000.0
KO,Trailing P/E,2024-02-01,24.22
KO,Forward P/E,2024-02-01,21.37
KO,PEG Ratio (5 yr expected),2024-02-01,2.82
KO,Price/Sales (ttm),2024-02-01,5.77
KO,Price/Book (mrq),2024-02-01,9.83
KO,Enterprise Value/Revenue,2024-02-01,6.29
KO,Enterprise Value/EBITDA,2024-02-01,18.22
CRM,Market Cap (intraday),2024-02-01,271890000000.0
CRM,Enterprise Value,2024-02-01,272740000000.0
CRM,Trailing P/E,2024-02-01,106.8
CRM,Forward P/E,2024-02-01,29.41
CRM,PEG Ratio (5 yr expected),2024-02-01,1.47
CRM,Price/Sales (ttm),2024-02-01,8.15
CRM,Price/Book (mrq),2024-02-01,4.68
CRM,Enterprise Value/Revenue,2024-02-01,8.03
CRM,Enterprise Value/EBITDA,2024-02-01,28.93
PEP,Market Cap (intraday),2024-02-01,227900000000.0
PEP,Enterprise Value,2024-02-01,262390000000.0
PEP,Trailing P/E,2024-02-01,27.63
PEP,Forward P/E,2024-02-01,20.37
PEP,PEG Ratio (5 yr expected),2024-02-01,2.47
PEP,Price/Sales (ttm),2024-02-01,2.5
PEP,Price/Book (mrq),2024-02-01,12.12
PEP,Enterprise Value/Revenue,2024-02-01,2.86
PEP,Enterprise Value/EBITDA,2024-02-01,17.85
AMD,Market Cap (intraday),2024-02-01,281450000000.0
AMD,Enterprise Value,2024-02-01,278530000000.0
AMD,Trailing P/E,2024-02-01,1580.0
AMD,Forward P/E,2024-02-01,46.51
AMD,PEG Ratio (5 yr expected),2024-02-01,2.43
AMD,Price/Sales (ttm),2024-02-01,12.79
AMD,Price/Book (mrq),2024-02-01,5.12
AMD,Enterprise Value/Revenue,2024-02-01,12.6
AMD,Enterprise Value/EBITDA,2024-02-01,68.57
ACN,Market Cap (intraday),2024-02-01,228160000000.0
ACN,Enterprise Value,2024-02-01,224100000000.0
ACN,Trailing P/E,2024-02-01,33.73
ACN,Forward P/E,2024-02-01,30.21
ACN,PEG Ratio (5 yr expected),2024-02-01,2.46
ACN,Price/Sales (ttm),2024-02-01,3.6
ACN,Price/Book (mrq),2024-02-01,8.55
ACN,Enterprise Value/Revenue,2024-02-01,3.47
ACN,Enterprise Value/EBITDA,2024-02-01,21.08
NFLX,Market Cap (intraday),2024-02-01,211350000000.0
NFLX,Enterprise Value,2024-02-01,217780000000.0
NFLX,Trailing P/E,2024-02-01,48.19
NFLX,Forward P/E,2024-02-01,30.21
NFLX,PEG Ratio (5 yr expected),2024-02-01,1.92
NFLX,Price/Sales (ttm),2024-02-01,6.66
NFLX,Price/Book (mrq),2024-02-01,9.56
NFLX,Enterprise Value/Revenue,2024-02-01,6.65
NFLX,Enterprise Value/EBITDA,2024-02-01,10.6
MCD,Market Cap (intraday),2024-02-01,217990000000.0
MCD,Enterprise Value,2024-02-01,264240000000.0
MCD,Trailing P/E,2024-02-01,26.5
MCD,Forward P/E,2024-02-01,24.04
MCD,PEG Ratio (5 yr expected),2024-02-01,1.97
MCD,Price/Sales (ttm),2024-02-01,8.82
MCD,Enterprise Value/Revenue,2024-02-01,10.56
MCD,Enterprise Value/EBITDA,2024-02-01,19.41
CSCO,Market Cap (intraday),2024-02-01,208330000000.0
CSCO,Enterprise Value,2024-02-01,192460000000.0
CSCO,Trailing P/E,2024-02-01,15.49
CSCO,Forward P/E,2024-02-01,13.21
CSCO,PEG Ratio (5 yr expected),2024-02-01,3.15
CSCO,Price/Sales (ttm),2024-02-01,3.62
CSCO,Price/Book (mrq),2024-02-01,4.61
CSCO,Enterprise Value/Revenue,2024-02-01,3.32
CSCO,Enterprise Value/EBITDA,2024-02-01,10.44
TMO,Market Cap (intraday),2024-02-01,213180000000.0
TMO,Enterprise Value,2024-02-01,242310000000.0
TMO,Trailing P/E,2024-02-01,36.16
TMO,Forward P/E,2024-02-01,25.38
TMO,PEG Ratio (5 yr expected),2024-02-01,1.82
TMO,Price/Sales (ttm),2024-02-01,4.94
TMO,Price/Book (mrq),2024-02-01,4.7
TMO,Enterprise Value/Revenue,2024-02-01,5.58
TMO,Enterprise Value/EBITDA,2024-02-01,22.02
LIN,Market Cap (intraday),2024-02-01,197510000000.0
LIN,Enterprise Value,2024-02-01,211610000000.0
LIN,Trailing P/E,2024-02-01,33.69
LIN,Forward P/E,2024-02-01,26.32
LIN,PEG Ratio (5 yr expected),2024-02-01,1.46
LIN,Price/Sales (ttm),2024-02-01,6.21
LIN,Price/Book (mrq),2024-02-01,5.08
LIN,Enterprise Value/Revenue,2024-02-01,6.52
LIN,Enterprise Value/EBITDA,2024-02-01,17.87
INTC,Market Cap (intraday),2024-02-01,203000000000.0
INTC,Enterprise Value,2024-02-01,226850000000.0
INTC,Forward P/E,2024-02-01,26.6
INTC,PEG Ratio (5 yr expected),2024-02-01,1.28
INTC,Price/Sales (ttm),2024-02-01,3.79
INTC,Price/Book (mrq),2024-02-01,1.99
INTC,Enterprise Value/Revenue,2024-02-01,4.29
INTC,Enterprise Value/EBITDA,2024-02-01,27.29
ABT,Market Cap (intraday),2024-02-01,199110000000.0
ABT,Enterprise Value,2024-02-01,207590000000.0
ABT,Trailing P/E,2024-02-01,39.01
ABT,Forward P/E,2024-02-01,24.69
ABT,PEG Ratio (5 yr expected),2024-02-01,27.41
ABT,Price/Sales (ttm),2024-02-01,5.02
ABT,Price/Book (mrq),2024-02-01,5.31
ABT,Enterprise Value/Revenue,2024-02-01,5.2
ABT,Enterprise Value/EBITDA,2024-02-01,20.64
NKE,Market Cap (intraday),2024-02-01,154210000000.0
NKE,Enterprise Value,2024-02-01,156460000000.0
NKE,Trailing P/E,2024-02-01,29.67
NKE,Forward P/E,2024-02-01,27.78
NKE,PEG Ratio (5 yr expected),2024-02-01,1.93
NKE,Price/Sales (ttm),2024-02-01,3.06
NKE,Price/Book (mrq),2024-02-01,10.9
NKE,Enterprise Value/Revenue,2024-02-01,3.04
NKE,Enterprise Value/EBITDA,2024-02-01,22.97
TMUS,Market Cap (intraday),2024-02-01,191030000000.0
TMUS,Enterprise Value,2024-02-01,299890000000.0
TMUS,Trailing P/E,2024-02-01,25.65
TMUS,Forward P/E,2024-02-01,16.45
TMUS,PEG Ratio (5 yr expected),2024-02-01,0.3
TMUS,Price/Sales (ttm),2024-02-01,2.55
TMUS,Price/Book (mrq),2024-02-01,2.95
TMUS,Enterprise Value/Revenue,2024-02-01,3.83
TMUS,Enterprise Value/EBITDA,2024-02-01,11.38
CMCSA,Market Cap (intraday),2024-02-01,174410000000.0
CMCSA,Enterprise Value,2024-02-01,270470000000.00003
CMCSA,Trailing P/E,2024-02-01,12.07
CMCSA,Forward P/E,2024-02-01,10.15
CMCSA,PEG Ratio (5 yr expected),2024-02-01,0.37
CMCSA,Price/Sales (ttm),2024-02-01,1.51
CMCSA,Price/Book (mrq),2024-02-01,2.11
CMCSA,Enterprise Value/Revenue,2024-02-01,2.24
CMCSA,Enterprise Value/EBITDA,2024-02-01,7.04
INTU,Market Cap (intraday),2024-02-01,174200000000.0
INTU,Enterprise Value,2024-02-01,178360000000.0
INTU,Trailing P/E,2024-02-01,68.16
INTU,Forward P/E,2024-02-01,38.17
INTU,PEG Ratio (5 yr expected),2024-02-01,2.17
INTU,Price/Sales (ttm),2024-02-01,11.93
INTU,Price/Book (mrq),2024-02-01,10.25
INTU,Enterprise Value/Revenue,2024-02-01,12.09
INTU,Enterprise Value/EBITDA,2024-02-01,41.7
DIS,Market Cap (intraday),2024-02-01,170330000000.0
DIS,Enterprise Value,2024-02-01,206040000000.0
DIS,Trailing P/E,2024-02-01,72.14
DIS,Forward P/E,2024-02-01,20.49
DIS,PEG Ratio (5 yr expected),2024-02-01,0.46
DIS,Price/Sales (ttm),2024-02-01,1.92
DIS,Price/Book (mrq),2024-02-01,1.72
DIS,Enterprise Value/Revenue,2024-02-01,2.32
DIS,Enterprise Value/EBITDA,2024-02-01,17.01
DHR,Market Cap (intraday),2024-02-01,170730000000.0
DHR,Enterprise Value,2024-02-01,180510000000.0
DHR,Trailing P/E,2024-02-01,29.14
DHR,Forward P/E,2024-02-01,29.15
DHR,PEG Ratio (5 yr expected),2024-02-01,17.75
DHR,Price/Sales (ttm),2024-02-01,5.79
DHR,Price/Book (mrq),2024-02-01,3.26
DHR,Enterprise Value/Revenue,2024-02-01,6.11
DHR,Enterprise Value/EBITDA,2024-02-01,19.43
VZ,Market Cap (intraday),2024-02-01,165350000000.0
VZ,Enterprise Value,2024-02-01,333210000000.0
VZ,Trailing P/E,2024-02-01,7.91
VZ,Forward P/E,2024-02-01,8.51
VZ,PEG Ratio (5 yr expected),2024-02-01,7.09
VZ,Price/Sales (ttm),2024-02-01,1.24
VZ,Price/Book (mrq),2024-02-01,1.69
VZ,Enterprise Value/Revenue,2024-02-01,2.48
VZ,Enterprise Value/EBITDA,2024-02-01,6.67
QCOM,Market Cap (intraday),2024-02-01,169720000000.0
QCOM,Enterprise Value,2024-02-01,173790000000.0
QCOM,Trailing P/E,2024-02-01,23.31
QCOM,Forward P/E,2024-02-01,16.58
QCOM,PEG Ratio (5 yr expected),2024-02-01,1.7
QCOM,Price/Sales (ttm),2024-02-01,4.78
QCOM,Price/Book (mrq),2024-02-01,7.86
QCOM,Enterprise Value/Revenue,2024-02-01,4.85
QCOM,Enterprise Value/EBITDA,2024-02-01,17.47
BA,Market Cap (intraday),2024-02-01,130080000000.00002
BA,Enterprise Value,2024-02-01,168980000000.0
BA,Forward P/E,2024-02-01,85.47
BA,PEG Ratio (5 yr expected),2024-02-01,6.53
BA,Price/Sales (ttm),2024-02-01,1.71
BA,Enterprise Value/Revenue,2024-02-01,2.23
BA,Enterprise Value/EBITDA,2024-02-01,98.94
PFE,Market Cap (intraday),2024-02-01,159680000000.0
PFE,Enterprise Value,2024-02-01,179100000000.0
PFE,Trailing P/E,2024-02-01,15.45
PFE,Forward P/E,2024-02-01,12.56
PFE,Price/Sales (ttm),2024-02-01,2.36
PFE,Price/Book (mrq),2024-02-01,1.65
PFE,Enterprise Value/Revenue,2024-02-01,2.61
PFE,Enterprise Value/EBITDA,2024-02-01,9.74
BX,Market Cap (intraday),2024-02-01,89300000000.0
BX,Trailing P/E,2024-02-01,49.82
BX,Forward P/E,2024-02-01,21.41
BX,PEG Ratio (5 yr expected),2024-02-01,3.81
BX,Price/Sales (ttm),2024-02-01,12.06
BX,Price/Book (mrq),2024-02-01,12.52
BX,Enterprise Value/Revenue,2024-02-01,8.4
TXN,Market Cap (intraday),2024-02-01,157740000000.0
TXN,Enterprise Value,2024-02-01,160010000000.0
TXN,Trailing P/E,2024-02-01,22.5
TXN,Forward P/E,2024-02-01,25.77
TXN,PEG Ratio (5 yr expected),2024-02-01,5.28
TXN,Price/Sales (ttm),2024-02-01,8.79
TXN,Price/Book (mrq),2024-02-01,9.48
TXN,Enterprise Value/Revenue,2024-02-01,8.83
TXN,Enterprise Value/EBITDA,2024-02-01,16.81
IBM,Market Cap (intraday),2024-02-01,156580000000.0
IBM,Enterprise Value,2024-02-01,204130000000.0
IBM,Trailing P/E,2024-02-01,22.13
IBM,Forward P/E,2024-02-01,17.33
IBM,PEG Ratio (5 yr expected),2024-02-01,0.46
IBM,Price/Sales (ttm),2024-02-01,2.6
IBM,Price/Book (mrq),2024-02-01,6.78
IBM,Enterprise Value/Revenue,2024-02-01,3.34
IBM,Enterprise Value/EBITDA,2024-02-01,14.44
AMGN,Market Cap (intraday),2024-02-01,164720000000.0
AMGN,Enterprise Value,2024-02-01,190450000000.0
AMGN,Trailing P/E,2024-02-01,21.89
AMGN,Forward P/E,2024-02-01,15.7
AMGN,PEG Ratio (5 yr expected),2024-02-01,2.23
AMGN,Price/Sales (ttm),2024-02-01,6.17
AMGN,Price/Book (mrq),2024-02-01,21.52
AMGN,Enterprise Value/Revenue,2024-02-01,7.1
AMGN,Enterprise Value/EBITDA,2024-02-01,12.85
PM,Market Cap (intraday),2024-02-01,143320000000.0
PM,Enterprise Value,2024-02-01,188020000000.0
PM,Trailing P/E,2024-02-01,17.93
PM,Forward P/E,2024-02-01,14.31
PM,PEG Ratio (5 yr expected),2024-02-01,2.6
PM,Price/Sales (ttm),2024-02-01,4.18
PM,Enterprise Value/Revenue,2024-02-01,5.48
PM,Enterprise Value/EBITDA,2024-02-01,13.7
UNP,Market Cap (intraday),2024-02-01,145860000000.0
UNP,Enterprise Value,2024-02-01,179580000000.0
UNP,Trailing P/E,2024-02-01,22.96
UNP,Forward P/E,2024-02-01,21.1
UNP,PEG Ratio (5 yr expected),2024-02-01,4.05
UNP,Price/Sales (ttm),2024-02-01,6.06
UNP,Price/Book (mrq),2024-02-01,10.42
UNP,Enterprise Value/Revenue,2024-02-01,7.44
UNP,Enterprise Value/EBITDA,2024-02-01,15.14
CAT,Market Cap (intraday),2024-02-01,145230000000.0
CAT,Enterprise Value,2024-02-01,175830000000.0
CAT,Trailing P/E,2024-02-01,16.17
CAT,Forward P/E,2024-02-01,14.16
CAT,PEG Ratio (5 yr expected),2024-02-01,1.73
CAT,Price/Sales (ttm),2024-02-01,2.22
CAT,Price/Book (mrq),2024-02-01,7.09
CAT,Enterprise Value/Revenue,2024-02-01,2.64
CAT,Enterprise Value/EBITDA,2024-02-01,12.08
NOW,Market Cap (intraday),2024-02-01,153610000000.0
NOW,Enterprise Value,2024-02-01,151800000000.0
NOW,Trailing P/E,2024-02-01,96.78
NOW,Forward P/E,2024-02-01,59.17
NOW,PEG Ratio (5 yr expected),2024-02-01,2.23
NOW,Price/Sales (ttm),2024-02-01,18.11
NOW,Price/Book (mrq),2024-02-01,21.39
NOW,Enterprise Value/Revenue,2024-02-01,17.91
NOW,Enterprise Value/EBITDA,2024-02-01,108.82
SPGI,Market Cap (intraday),2024-02-01,140010000000.0
SPGI,Enterprise Value,2024-02-01,150370000000.0
SPGI,Trailing P/E,2024-02-01,57.47
SPGI,Forward P/E,2024-02-01,30.67
SPGI,PEG Ratio (5 yr expected),2024-02-01,2.54
SPGI,Price/Sales (ttm),2024-02-01,11.57
SPGI,Price/Book (mrq),2024-02-01,3.95
SPGI,Enterprise Value/Revenue,2024-02-01,12.24
SPGI,Enterprise Value/EBITDA,2024-02-01,30.26
UPS,Market Cap (intraday),2024-02-01,133660000000.0
UPS,Enterprise Value,2024-02-01,151820000000.0
UPS,Trailing P/E,2024-02-01,15.88
UPS,Forward P/E,2024-02-01,15.92
UPS,PEG Ratio (5 yr expected),2024-02-01,3.12
UPS,Price/Sales (ttm),2024-02-01,1.46
UPS,Price/Book (mrq),2024-02-01,6.97
UPS,Enterprise Value/Revenue,2024-02-01,1.63
UPS,Enterprise Value/EBITDA,2024-02-01,10.04
COP,Market Cap (intraday),2024-02-01,128090000000.0
COP,Enterprise Value,2024-02-01,137700000000.0
COP,Trailing P/E,2024-02-01,11.75
COP,Forward P/E,2024-02-01,10.76
COP,PEG Ratio (5 yr expected),2024-02-01,0.72
COP,Price/Sales (ttm),2024-02-01,2.19
COP,Price/Book (mrq),2024-02-01,2.68
COP,Enterprise Value/Revenue,2024-02-01,2.3
COP,Enterprise Value/EBITDA,2024-02-01,5.23
HON,Market Cap (intraday),2024-02-01,132360000000.00002
HON,Enterprise Value,2024-02-01,144720000000.0
HON,Trailing P/E,2024-02-01,24.88
HON,Forward P/E,2024-02-01,20.08
HON,PEG Ratio (5 yr expected),2024-02-01,2.01
HON,Price/Sales (ttm),2024-02-01,3.71
HON,Price/Book (mrq),2024-02-01,7.68
HON,Enterprise Value/Revenue,2024-02-01,3.97
HON,Enterprise Value/EBITDA,2024-02-01,16.59
GE,Market Cap (intraday),2024-02-01,141280000000.0
GE,Enterprise Value,2024-02-01,141930000000.0
GE,Trailing P/E,2024-02-01,13.51
GE,Forward P/E,2024-02-01,27.93
GE,PEG Ratio (5 yr expected),2024-02-01,1.67
GE,Price/Sales (ttm),2024-02-01,1.71
GE,Price/Book (mrq),2024-02-01,4.93
GE,Enterprise Value/Revenue,2024-02-01,1.69
GE,Enterprise Value/EBITDA,2024-02-01,8.85
AMAT,Market Cap (intraday),2024-02-01,139560000000.0
AMAT,Enterprise Value,2024-02-01,138690000000.0
AMAT,Trailing P/E,2024-02-01,20.71
AMAT,Forward P/E,2024-02-01,20.58
AMAT,PEG Ratio (5 yr expected),2024-02-01,1.98
